Accession	IsEnzyme	Probability
A0A059WI14	False	0.0024386888835579157
A0A072ULZ1	False	0.10986488312482834
A0A080WMA9	True	0.9997803568840027
A0A095C6S0	True	0.9784971475601196
A0A0A8IDB7	True	0.8787896633148193
A0A0B5JC15	True	0.9983062744140625
A0A0C1EH92	True	0.9979071617126465
A0A0E3JXD9	True	0.9024925827980042
A0A0F6B5X3	False	0.003924182150512934
A0A0F6B5X4	True	0.9867506623268127
A0A0F6B8D8	True	0.9929406642913818
A0A0F6B8D9	False	0.0009494817350059748
A0A0F7KYQ8	True	0.9953081011772156
A0A0G2JTY4	False	0.03910668194293976
A0A0H2URU9	False	0.000393583468394354
A0A0H2X5R2	True	0.999994158744812
A0A0H2ZQ76	True	0.7421156167984009
A0A0J9SZQ5	False	0.002506532473489642
A0A0J9UMG2	False	0.32434043288230896
A0A0J9X285	True	0.9996246099472046
A0A0K0PU92	False	0.0013507484691217542
A0A0L1JEW4	True	0.9995230436325073
A0A0M0ELU2	True	0.9990370273590088
A0A0R4ILB2	False	0.0003105012874584645
A0A0S2GKZ1	True	0.9795316457748413
A0A0X1KHF9	True	0.9990443587303162
A0A125YZH9	False	0.00428586732596159
A0A143ZZK9	True	0.9945782423019409
A0A179UL48	True	0.9998624324798584
A0A1B0GR13	False	0.001912836916744709
A0A1B7YDZ4	False	0.002916591474786401
A0A1C8AX29	True	0.9972182512283325
A0A1D1VU85	True	0.8529217839241028
A0A1D5AG16	True	0.8349314332008362
A0A1D5NSM8	False	0.017964309081435204
A0A1D8PFP2	False	0.0031313998624682426
A0A1D8PHA3	True	0.9915575981140137
A0A1D8PJA8	True	0.9909893870353699
A0A1D8PJX3	True	0.9814532995223999
A0A1D8PN96	False	0.002365284599363804
A0A1D8PNR5	True	0.6260858774185181
A0A1D8PS71	True	0.9960587024688721
A0A1D8PT03	True	0.7858579754829407
A0A1D8PTL7	False	0.00034712700289674103
A0A1L8GVF0	True	0.9071896076202393
A0A1L8GXM0	True	0.9155091643333435
A0A1M4XLJ3	True	0.9991796612739563
A0A1R4LHH9	True	0.9977066516876221
A0A1S4EWW7	False	0.0027493250090628862
A0A1S4FPC9	False	0.387715607881546
A0A1V0QSG0	True	0.9893158674240112
A0A1V0QSH2	True	0.9958602786064148
A0A261GRE4	True	0.9585688710212708
A0A2B7ICX0	True	0.9688734412193298
A0A2C9JXL4	True	0.9906300902366638
A0A2H1A768	False	0.004706672392785549
A0A2H1K3G9	True	0.9975360631942749
A0A2I2F2I5	True	0.9982292056083679
A0A2P2GK84	True	0.7074121832847595
A0A2R6W0K6	True	0.9994958639144897
A0A2R6XIK6	False	0.003383919596672058
A0A2Z5GDY5	True	0.9992096424102783
A0A3F2YLY8	True	0.9986386895179749
A0A3Q0KGQ7	True	0.9999407529830933
A0A3Q0KJ78	True	0.9998531341552734
A0A3Q0KQY7	True	0.9973382353782654
A0A3S5XFG0	True	0.9984209537506104
A0A482A9N4	True	0.9562406539916992
A0A499UB99	True	0.9974861145019531
A0A509AM03	True	0.9940063953399658
A0A509APT1	False	0.0010399806778877974
A0A509AST0	False	0.006379797589033842
A0A571BEE2	False	0.0025896774604916573
A0A5K6CNB8	True	0.990969717502594
A0A5R8T042	True	0.9960154891014099
A0A644F0Y1	False	0.004389862064272165
A0A644F649	False	0.003825224470347166
A0A644F7M7	False	0.006146239582449198
A0A649V088	True	0.9946921467781067
A0A6B9HEI0	True	0.9042927026748657
A0A6C0PI29	True	0.9844396114349365
A0A6I8TCE0	True	0.9983847141265869
A0A6N3IN21	True	0.998449444770813
A0A6P7EFR0	False	5.948721809545532e-05
A0A7E6FSU6	True	0.9890667200088501
A0A7G5KET3	True	0.9999762773513794
A0A7J6JXB6	False	0.07419274002313614
A0A7M6UMR7	False	0.026059875264763832
A0A7U2MSD6	True	0.9955528378486633
A0A7U2QYM2	True	0.9890114068984985
A0A8C0N8E3	False	0.00012334033090155572
A0A8C0NGY6	False	0.0067969197407364845
A0A8C0TYJ0	False	0.014491398818790913
A0A8C2LVE3	True	0.9911679029464722
A0A8H8CMW1	True	0.9972676038742065
A0A8I3PQN6	False	0.0036438172683119774
A0A8I3QA39	False	0.0006007650517858565
A0A8I5ZN27	False	0.05748418718576431
A0A8I6G705	False	8.71259908308275e-05
A0A8I6GM68	True	0.9761376976966858
A0A8M9PDM1	False	0.0014973996439948678
A0A8P0N4K0	False	0.001820964738726616
A0A9E8G339	True	0.9999946355819702
A0A9J9HGY6	True	0.996070384979248
A0QS56	False	0.004194741602987051
A0R2V5	True	0.7176488637924194
A1CWT6	False	0.008337685838341713
A1L1L6	True	0.9908706545829773
A1ZAC4	False	0.1045529693365097
A1ZB29	True	0.9970255494117737
A2I7M2	True	0.9483506083488464
A2QC55	True	0.9210193157196045
A2QC57	False	0.3759182095527649
A2XE45	True	0.5594017505645752
A2XE98	True	0.9981197714805603
A2XE99	True	0.9957887530326843
A2XEA0	True	0.9937419295310974
A3KQ86	False	0.0001821186306187883
