Accession	IsEnzyme	Probability
WP_063460136	True	0.9848378896713257
WP_063462980	True	0.9952228665351868
WP_063462990	True	0.99142986536026
WP_041412631	True	0.9982286095619202
WP_011717048	True	0.9496248364448547
WP_011717064	True	0.8579339385032654
WP_011717945	True	0.9931473135948181
WP_014239822	True	0.9951573014259338
WP_012431492	True	0.9904468059539795
WP_012431722	True	0.9790071249008179
WP_012434194	True	0.994037389755249
WP_012434361	True	0.9853020906448364
WP_012434437	True	0.99752277135849
WP_012434865	True	0.9992977380752563
WP_012426462	True	0.9955737590789795
WP_012426549	True	0.9959878325462341
WP_012426550	True	0.9963485598564148
WP_012428705	True	0.9355627298355103
WP_012428706	True	0.9993625283241272
WP_085966746	True	0.9550831317901611
WP_043352074	True	0.9264399409294128
WP_043349422	True	0.9956426620483398
WP_043349427	True	0.9909177422523499
WP_043349430	True	0.6633853316307068
WP_043354857	False	0.41757673025131226
WP_012179094	True	0.993523120880127
WP_012179101	True	0.9980562925338745
WP_066580460	True	0.939078688621521
WP_066581977	True	0.9622185826301575
WP_066578892	True	0.9854317307472229
WP_066578896	True	0.9951590895652771
WP_041645374	True	0.9974755644798279
WP_014576347	True	0.9975097179412842
NP_719054	True	0.9914509654045105
WP_014879948	True	0.997724711894989
WP_014880051	True	0.9818113446235657
WP_014880077	True	0.902496874332428
WP_014880980	True	0.980717122554779
WP_014881125	True	0.7928974628448486
WP_014881126	True	0.8987823724746704
WP_014881127	True	0.997420072555542
WP_014879336	True	0.9793150424957275
WP_014879339	True	0.9839432239532471
WP_014235627	True	0.5449771881103516
WP_063341556	True	0.9916259050369263
WP_007897683	True	0.9906979203224182
WP_063341172	True	0.972572386264801
WP_063343423	True	0.902141809463501
WP_063343491	True	0.9961637258529663
WP_063340417	True	0.9818799495697021
WP_057713727	True	0.9716550707817078
WP_057714593	True	0.9974799752235413
WP_057714718	True	0.989028811454773
WP_057715016	True	0.9961761236190796
WP_057715924	True	0.997919499874115
WP_053163627	True	0.9931967258453369
WP_054594340	True	0.9981968998908997
WP_054594536	True	0.9977535605430603
WP_054594538	True	0.9938655495643616
WP_054595050	True	0.9986979961395264
WP_054596267	True	0.9977765679359436
WP_054596656	True	0.9816785454750061
WP_054596807	True	0.9977267384529114
WP_054597481	True	0.9949018955230713
WP_054597487	True	0.998630166053772
WP_054597488	True	0.9899125695228577
WP_054597490	True	0.9902768135070801
WP_054597491	True	0.9915477633476257
WP_054598124	True	0.7856049537658691
WP_060738105	True	0.9967819452285767
WP_060738180	True	0.9838529825210571
WP_060739768	True	0.9985830783843994
WP_060739786	True	0.9900370836257935
WP_025216023	True	0.9945982694625854
WP_060740154	True	0.8054940700531006
WP_060740156	True	0.9976160526275635
WP_060740275	False	0.4535558819770813
WP_060740332	True	0.9954466223716736
WP_060740336	True	0.9979583024978638
WP_060740343	True	0.9671131372451782
WP_060740344	True	0.9890018701553345
WP_060741122	True	0.9948639273643494
WP_060741243	True	0.8112848997116089
WP_060741989	True	0.9989550113677979
WP_060741991	True	0.9958069324493408
WP_063321224	True	0.9934549927711487
WP_063321988	True	0.9966597557067871
WP_063322430	True	0.9981083869934082
WP_014340747	True	0.9912896156311035
WP_086936699	True	0.7937254309654236
WP_063323898	True	0.9975997805595398
WP_063324030	False	0.15360526740550995
WP_063324031	True	0.979594886302948
WP_063324926	True	0.9696704149246216
WP_063320756	True	0.9959667921066284
WP_003280093	True	0.9985841512680054
WP_003294550	True	0.9928319454193115
WP_015277224	True	0.9912057518959045
WP_015277229	True	0.992355465888977
WP_015278222	True	0.998656153678894
WP_015278495	True	0.5189706087112427
WP_015278496	True	0.9936960339546204
WP_015278497	True	0.9973287582397461
WP_015275423	True	0.998496413230896
WP_015275719	True	0.9984801411628723
WP_011864920	True	0.9916408061981201
WP_011758678	True	0.9174404144287109
WP_011759060	True	0.9891424179077148
WP_011759520	True	0.9921363592147827
WP_011760212	True	0.9476105570793152
WP_011760344	True	0.987773597240448
WP_011760751	True	0.9942368268966675
WP_011760753	True	0.8232134580612183
NP_436855	True	0.9666247367858887
NP_436856	True	0.9722894430160522
NP_437724	True	0.9993600249290466
NP_437725	True	0.9929534792900085
NP_437726	True	0.9954662322998047
NP_437227	True	0.9843680262565613
NP_437228	True	0.9480970501899719
NP_437492	True	0.993362545967102
NP_385263	True	0.9855850338935852
NP_384883	True	0.9987896084785461
NP_384884	True	0.7387111186981201
NP_384885	True	0.8747088313102722
NP_384521	True	0.9984873533248901
NP_384733	True	0.99818354845047
NP_384734	True	0.9986328482627869
NP_384124	True	0.9992863535881042
NP_384306	True	0.9942398071289062
NP_384741	True	0.994745135307312
NP_387397	True	0.9994413256645203
WP_010211220	True	0.9989838004112244
WP_010211217	True	0.9932149648666382
WP_010211216	True	0.7429545521736145
WP_010210955	True	0.997920572757721
WP_010210414	True	0.9983989596366882
WP_010210413	True	0.9948352575302124
WP_010210411	True	0.991780698299408
WP_010209382	True	0.888830304145813
WP_010209327	True	0.9811633229255676
WP_010209291	True	0.992618978023529
WP_010208316	True	0.9899802803993225
WP_038453710	True	0.974819540977478
WP_010207013	True	0.9980249404907227
WP_010207016	True	0.9954466223716736
WP_010207340	True	0.9977960586547852
WP_010207341	True	0.9945652484893799
WP_010213153	True	0.9914420247077942
