Accession	IsEnzyme	Probability
A0A0H2URU9	False	0.0003935838467441499
A0A1D5NSM8	False	0.017964273691177368
A0A1D8PFP2	False	0.0031314045190811157
A0A1D8PHA3	True	0.9915575981140137
A0A1D8PJX3	True	0.9814536571502686
A0A1D8PN96	False	0.002365277847275138
A0A1D8PNR5	True	0.6260853409767151
A0A1D8PS71	True	0.9960587024688721
A0A1D8PTL7	False	0.0003471306408755481
A0A2H1A768	False	0.004706672392785549
A0A644F0Y1	False	0.004389822483062744
A3SI50	True	0.9999589920043945
A6YQT5	True	0.9836376905441284
A8BKD1	False	0.004346350207924843
A8BPK8	True	0.9992722868919373
A8ID55	False	0.010604044422507286
A8PUY1	True	0.9918808341026306
B6T5Z6	False	0.0022690854966640472
C5I9W9	False	0.010248616337776184
D3ZID8	False	0.0036250955890864134
D4A1X2	True	0.8440865278244019
E2RTQ2	False	0.009315291419625282
E2RU10	False	0.0011706409277394414
E5D8F2	True	0.9886461496353149
E7F654	True	0.9868562817573547
F0NID4	False	0.120029516518116
F1N206	True	0.9880393147468567
F1SVH1	True	0.997403085231781
M4QN28	True	0.9867534041404724
M5AAG8	True	0.6855736374855042
N0A3C0	True	0.9982168078422546
O54581	True	0.8880766034126282
O76742	False	0.18291926383972168
P0DX82	True	0.6998338103294373
P0DX84	True	0.9991376399993896
P0DX86	True	0.9896480441093445
Q0E9H9	False	0.0002231247053714469
Q3UL53	False	0.0002381449448876083
Q50LE9	True	0.992872953414917
Q50LF0	True	0.993958592414856
Q50LF1	True	0.9986729621887207
Q50LF2	True	0.9923126101493835
Q57UP6	True	0.9970069527626038
Q57UP7	True	0.9979947805404663
Q57UP8	True	0.9981328845024109
Q57X51	True	0.9986870884895325
Q59Y37	False	0.35081109404563904
Q5ACU9	False	0.0017205249750986695
Q6DFZ1	False	0.0018740391824394464
Q6IDA6	False	0.005584811791777611
Q6YNE9	True	0.9940972328186035
Q7S8A6	True	0.9973560571670532
Q7S9V5	True	0.9964730143547058
Q7SH52	True	0.9980789422988892
Q7Y3F1	True	0.978444516658783
Q7Y3F3	False	0.001995823346078396
Q834B6	False	0.0005515265511348844
Q887C9	True	0.9014728665351868
Q8DN88	False	0.00040650973096489906
Q8I0U8	False	0.01906011439859867
Q8I5I0	False	0.0020807685796171427
Q8I6U4	True	0.9890933036804199
Q8I6U5	True	0.9900325536727905
Q8IBT4	True	0.9950944185256958
Q8IDQ9	True	0.9735013842582703
Q8IIL0	True	0.992475688457489
Q8ILW0	False	0.01731991022825241
Q8IPW2	False	0.0008626874769106507
Q8RWI0	False	0.000872776610776782
Q8RXP7	False	0.002175592351704836
Q969B0	False	0.0027138672303408384
Q9V3I2	True	0.6673403382301331
Q9V9M8	False	0.011006535962224007
Q9V9N4	False	0.005906013306230307
Q9VDG5	False	0.00793990958482027
Q9VFF3	True	0.7286571264266968
Q9VR38	False	0.000671305984724313
Q9VRX1	False	0.005710337311029434
Q9VWC6	False	0.00696931779384613
Q9W2R3	True	0.9861918687820435
W7FI62	False	0.002175017958506942
W8X092	True	0.9949734210968018
W8X9R6	True	0.9714996218681335
A0A1D8PDB5	False	0.24355162680149078
A0A1D8PHA2	False	0.003247585380449891
A0A1D8PHR5	True	0.9420059323310852
A0A1D8PJ73	True	0.5924220681190491
A0A1D8PJA8	True	0.9909895658493042
A0A1D8PLP3	False	0.0012505286140367389
A0A1D8PMR6	False	0.0009745887946337461
A0A1D8PP59	False	0.4351387321949005
A0A1D8PT02	True	0.6980084180831909
A0A1D8PT03	True	0.7858632206916809
A0A1D8PU51	True	0.9985768795013428
A0A2I2F2I5	True	0.9982292056083679
A0A2I2F2N6	True	0.962240993976593
A0A2R8QP51	True	0.998485267162323
A0A3G2S5J6	True	0.9663047194480896
A0A481NSZ4	False	0.00030722422525286674
A0A509AF62	True	0.9949254989624023
A0A509APV9	True	0.9256647229194641
A0A644F7M7	False	0.00614623399451375
A0A853PXE5	True	0.9587413668632507
A0A8X6EH27	False	0.004522794857621193
A6K136	True	0.9984197616577148
A8BB91	False	0.004596570041030645
A8BFK8	False	0.009706798940896988
A8PUY5	True	0.9727587103843689
A8QCW4	True	0.9875935912132263
B2RVI8	True	0.9960536956787109
D2SNF7	True	0.9985973238945007
F8VPJ6	False	0.0023343272041529417
G0S2A3	False	0.0007484476082026958
G0SAN7	False	0.00034565149690024555
G1SPE9	True	0.9997374415397644
G3X9P6	False	0.00034928289824165404
I1RPD9	True	0.9974494576454163
O83033	True	0.9984832406044006
O96155	False	0.0030330433510243893
P0DX54	True	0.999897837638855
P0DX76	False	0.0015649528941139579
P0DX83	True	0.6905573606491089
P0DX85	True	0.9831816554069519
P0DX87	False	0.45944643020629883
P9WEM6	True	0.9835069179534912
Q2VG90	True	0.9912950992584229
Q3UT54	False	0.0001872972643468529
Q47593	True	0.9709907174110413
Q4J834	True	0.9557501077651978
Q4J8L0	True	0.9955182671546936
Q4KL20	False	0.00045538187259808183
Q4WTC0	False	0.0012320529203861952
Q57ZC7	True	0.9992924928665161
